Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Average_Price,Average_Mileage,Number_of_Cars,Standardized_Price
Toyota,Prius,1.8,Hybrid,1985,235671,949,14341.099418465705,111368.92232932367,12553,-0.7845284780785623
VW,Polo,1.0,Petrol,1996,144412,1846,10361.781497383605,113511.21642291694,14906,-0.729892150095258
BMW,M5,4.4,Petrol,2008,79613,39453,24431.679089444,112858.0471394037,4964,1.5607526508725513
BMW,M5,4.4,Petrol,2004,108396,24571,24431.679089444,112858.0471394037,4964,0.6542890688797591
Porsche,Cayenne,3.0,Petrol,2013,68093,39031,29103.764660789573,111638.253737064,2609,1.5350486035938955
Ford,Mondeo,1.6,Hybrid,2019,30152,40482,10671.473455469377,112525.01002941963,14956,1.6234291073885159
Porsche,911,3.0,Petrol,2015,44761,77091,29103.764660789573,111638.253737064,2609,3.8532856638442428
Toyota,Yaris,1.0,Petrol,2012,52525,11780,14341.099418465705,111368.92232932367,12553,-0.12481156794793918
Toyota,Yaris,1.0,Petrol,2005,145747,3754,14341.099418465705,111368.92232932367,12553,-0.6136757467595337
Ford,Mondeo,1.8,Diesel,2016,16626,33172,10671.473455469377,112525.01002941963,14956,1.1781765348601385
Ford,Mondeo,1.4,Diesel,1998,155019,3364,10671.473455469377,112525.01002941963,14956,-0.6374306719696661
Toyota,Prius,1.4,Hybrid,1996,188308,2658,14341.099418465705,111368.92232932367,12553,-0.6804331776064697
Ford,Focus,2.0,Petrol,2001,72923,8773,10671.473455469377,112525.01002941963,14956,-0.3079681323245234
VW,Golf,1.4,Diesel,2007,104718,7710,10361.781497383605,113511.21642291694,14906,-0.3727155310382943
VW,Polo,2.0,Petrol,1992,258967,731,10361.781497383605,113511.21642291694,14906,-0.7978068721703798
VW,Golf,1.2,Hybrid,2000,168963,3069,10361.781497383605,113511.21642291694,14906,-0.6553991410388688
Ford,Focus,2.0,Diesel,1993,90439,4786,10671.473455469377,112525.01002941963,14956,-0.5508165600496452
Toyota,Prius,1.4,Hybrid,1991,213652,1523,14341.099418465705,111368.92232932367,12553,-0.7495661009744189
Toyota,RAV4,2.2,Hybrid,2012,100268,23140,14341.099418465705,111368.92232932367,12553,0.567126766377966
VW,Golf,2.0,Petrol,2019,26479,32650,10361.781497383605,113511.21642291694,14906,1.146381481117346
VW,Passat,1.4,Diesel,2009,109384,10605,10361.781497383605,113511.21642291694,14906,-0.19638089390154292
Ford,Focus,2.0,Petrol,2014,39083,25884,10671.473455469377,112525.01002941963,14956,0.7342639837538713
VW,Passat,2.0,Petrol,2002,73945,9749,10361.781497383605,113511.21642291694,14906,-0.24851990923455128
Ford,Fiesta,1.4,Petrol,2008,114007,6011,10671.473455469377,112525.01002941963,14956,-0.4762017308639732
Toyota,Prius,1.8,Hybrid,2003,125903,8052,14341.099418465705,111368.92232932367,12553,-0.3518842889309475
VW,Polo,1.4,Petrol,1998,126188,2884,10361.781497383605,113511.21642291694,14906,-0.6666675029975212
Porsche,911,3.0,Petrol,1990,178957,5344,29103.764660789573,111638.253737064,2609,-0.5168287439797636
Ford,Mondeo,1.6,Diesel,1996,118258,4217,10671.473455469377,112525.01002941963,14956,-0.5854743868305818
Toyota,Yaris,1.4,Hybrid,2004,100476,7076,14341.099418465705,111368.92232932367,12553,-0.41133251202091964
Ford,Focus,1.0,Petrol,1985,288486,347,10671.473455469377,112525.01002941963,14956,-0.8211963369926639
VW,Passat,2.0,Diesel,1997,50121,8564,10361.781497383605,113511.21642291694,14906,-0.32069833583456864
Porsche,911,2.6,Petrol,2003,130068,17702,29103.764660789573,111638.253737064,2609,0.2358978348582237
VW,Golf,1.8,Petrol,1992,135772,2412,10361.781497383605,113511.21642291694,14906,-0.6954170535082455
VW,Golf,1.8,Petrol,2010,70562,12942,10361.781497383605,113511.21642291694,14906,-0.05403407283467317
Ford,Focus,2.0,Diesel,2003,139651,6417,10671.473455469377,112525.01002941963,14956,-0.4514722446195791
Ford,Focus,1.6,Petrol,2004,106068,7575,10671.473455469377,112525.01002941963,14956,-0.38093838976487854
Porsche,718 Cayman,2.0,Petrol,2019,18978,54090,29103.764660789573,111638.253737064,2609,2.452293267028209
VW,Polo,1.6,Diesel,2000,85142,5015,10361.781497383605,113511.21642291694,14906,-0.5368681552467727
Ford,Mondeo,1.6,Diesel,2012,64490,17978,10671.473455469377,112525.01002941963,14956,0.2527090126992404
Toyota,Yaris,1.0,Petrol,1993,121417,2045,14341.099418465705,111368.92232932367,12553,-0.7177710472316264
Ford,Focus,1.0,Petrol,2018,19640,26712,10671.473455469377,112525.01002941963,14956,0.7846975172769214
Toyota,RAV4,2.2,Hybrid,2009,99740,19019,14341.099418465705,111368.92232932367,12553,0.31611638999090125
Toyota,Yaris,1.4,Petrol,2004,159279,3718,14341.099418465705,111368.92232932367,12553,-0.6158685090866229
Ford,Focus,1.4,Petrol,1996,86718,4782,10671.473455469377,112525.01002941963,14956,-0.5510602003082107
Porsche,718 Cayman,4.0,Petrol,1993,150186,5438,29103.764660789573,111638.253737064,2609,-0.5111031979034754
BMW,M5,4.4,Petrol,2019,20736,118474,24431.679089444,112858.0471394037,4964,6.373926868897846
VW,Polo,1.4,Petrol,1986,70039,1948,10361.781497383605,113511.21642291694,14906,-0.7236793235018387
BMW,X3,3.0,Diesel,2017,30285,49606,24431.679089444,112858.0471394037,4964,2.179172537176329
Toyota,Yaris,1.2,Petrol,2016,38795,18326,14341.099418465705,111368.92232932367,12553,0.2739057151944354
Toyota,RAV4,2.4,Hybrid,1995,203197,3359,14341.099418465705,111368.92232932367,12553,-0.6377352222928729
Toyota,RAV4,2.4,Petrol,2011,80839,21637,14341.099418465705,111368.92232932367,12553,0.47557893922199457
VW,Golf,1.4,Petrol,2002,174535,3010,10361.781497383605,113511.21642291694,14906,-0.6589928348527093
VW,Passat,1.6,Petrol,1993,131899,3125,10361.781497383605,113511.21642291694,14906,-0.6519881774189523
Ford,Focus,1.0,Petrol,2021,14063,33627,10671.473455469377,112525.01002941963,14956,1.2058906142719596
BMW,Z4,2.4,Petrol,1996,149048,4294,24431.679089444,112858.0471394037,4964,-0.5807843118531968
VW,Polo,1.0,Petrol,1990,145249,1229,10361.781497383605,113511.21642291694,14906,-0.7674736599789801
Toyota,Prius,1.0,Hybrid,2007,61357,12446,14341.099418465705,111368.92232932367,12553,-0.08424546489679016
Toyota,Yaris,1.2,Hybrid,1997,13000,7167,14341.099418465705,111368.92232932367,12553,-0.4057896961385554
Ford,Fiesta,1.4,Petrol,1986,263206,384,10671.473455469377,112525.01002941963,14956,-0.8189426646009335
Toyota,Yaris,1.4,Petrol,2010,52847,12174,14341.099418465705,111368.92232932367,12553,-0.10081300247924141
VW,Passat,1.6,Diesel,2009,100782,12083,10361.781497383605,113511.21642291694,14906,-0.10635581836160561
VW,Polo,1.0,Petrol,1999,193458,1491,10361.781497383605,113511.21642291694,14906,-0.7515152230429425
Toyota,Yaris,1.2,Petrol,1997,174912,1892,14341.099418465705,111368.92232932367,12553,-0.7270902871217552
Ford,Mondeo,2.0,Hybrid,1998,169431,4074,10671.473455469377,112525.01002941963,14956,-0.5941845260742971
Toyota,Prius,1.0,Hybrid,1993,269373,882,14341.099418465705,111368.92232932367,12553,-0.7886094524095337
BMW,X3,2.0,Diesel,2009,129764,11999,24431.679089444,112858.0471394037,4964,-0.11147226379148027
Toyota,Prius,1.0,Hybrid,1998,104481,5060,14341.099418465705,111368.92232932367,12553,-0.5341272023379112
Ford,Mondeo,2.0,Diesel,2008,105468,11556,10671.473455469377,112525.01002941963,14956,-0.13845542242760492
BMW,M5,4.0,Petrol,2000,153596,12574,24431.679089444,112858.0471394037,4964,-0.07644897662269545
Ford,Fiesta,1.4,Petrol,1993,84644,2739,10671.473455469377,112525.01002941963,14956,-0.6754994623705192
VW,Golf,1.6,Petrol,2001,205054,2309,10361.781497383605,113511.21642291694,14906,-0.7016907901663061
VW,Polo,1.0,Petrol,1993,159497,1335,10361.781497383605,113511.21642291694,14906,-0.7610171931269955
Ford,Focus,1.8,Petrol,2002,166994,4332,10671.473455469377,112525.01002941963,14956,-0.5784697293968248
VW,Polo,1.4,Petrol,1997,143465,2352,10361.781497383605,113511.21642291694,14906,-0.6990716573867274
Ford,Mondeo,1.6,Diesel,2015,59927,22621,10671.473455469377,112525.01002941963,14956,0.5355144428290975
Porsche,718 Cayman,4.0,Petrol,2005,132662,13935,29103.764660789573,111638.253737064,2609,0.006449621354202159
Ford,Fiesta,1.4,Petrol,2014,54142,13615,10671.473455469377,112525.01002941963,14956,-0.013041599331034605
Ford,Fiesta,1.0,Petrol,2001,92561,3732,10671.473455469377,112525.01002941963,14956,-0.6150157681816438
Ford,Mondeo,1.6,Petrol,2010,80723,13432,10671.473455469377,112525.01002941963,14956,-0.02418814116040438
Toyota,Yaris,1.2,Petrol,1985,73419,1861,14341.099418465705,111368.92232932367,12553,-0.7289784991256375
Ford,Focus,1.6,Petrol,1995,84529,4856,10671.473455469377,112525.01002941963,14956,-0.5465528555247496
Ford,Focus,1.6,Diesel,2022,5750,49870,10671.473455469377,112525.01002941963,14956,2.1952527942416493
Toyota,RAV4,2.4,Hybrid,2008,144529,13154,14341.099418465705,111368.92232932367,12553,-0.04112113913070382
Toyota,RAV4,1.8,Hybrid,2014,45184,34655,14341.099418465705,111368.92232932367,12553,1.2685061607232826
VW,Polo,1.0,Petrol,1992,214329,777,10361.781497383605,113511.21642291694,14906,-0.7950050091968771
Toyota,Prius,1.8,Hybrid,1997,188455,3218,14341.099418465705,111368.92232932367,12553,-0.6463235414073054
VW,Polo,1.4,Petrol,1994,182166,1394,10361.781497383605,113511.21642291694,14906,-0.7574234993131549
Toyota,RAV4,2.2,Hybrid,2018,39082,51898,14341.099418465705,111368.92232932367,12553,2.318778405334337
VW,Passat,1.8,Diesel,2001,171268,4296,10361.781497383605,113511.21642291694,14906,-0.580662491723914
BMW,M5,4.4,Petrol,2011,78714,48487,24431.679089444,112858.0471394037,4964,2.1110141748426416
VW,Passat,2.0,Diesel,2011,73733,18680,10361.781497383605,113511.21642291694,14906,0.29546787807747854
Ford,Mondeo,1.8,Diesel,1997,242305,1659,10671.473455469377,112525.01002941963,14956,-0.7412823321831933
Ford,Mondeo,1.8,Diesel,2001,166344,4239,10671.473455469377,112525.01002941963,14956,-0.5841343654084719
Toyota,Yaris,1.2,Hybrid,1990,97463,2633,14341.099418465705,111368.92232932367,12553,-0.6819559292225038
Ford,Mondeo,1.4,Diesel,2013,50433,19668,10671.473455469377,112525.01002941963,14956,0.35564702194314707
Ford,Mondeo,1.4,Diesel,2018,24229,32057,10671.473455469377,112525.01002941963,14956,1.1102618127850168
BMW,Z4,2.2,Petrol,2009,74444,17133,24431.679089444,112858.0471394037,4964,0.2012400080772871
Toyota,RAV4,2.2,Hybrid,2016,45462,43702,14341.099418465705,111368.92232932367,12553,1.8195595155337108
Ford,Mondeo,1.4,Diesel,2006,89524,9500,10671.473455469377,112525.01002941963,14956,-0.2636865153302511
VW,Passat,1.6,Petrol,1991,16000,5963,10361.781497383605,113511.21642291694,14906,-0.47912541396675873
Ford,Mondeo,2.0,Diesel,2022,1487,56459,10671.473455469377,112525.01002941963,14956,2.5965892101636023
VW,Golf,1.4,Petrol,2011,87947,10825,10361.781497383605,113511.21642291694,14906,-0.18298067968044265
Ford,Mondeo,1.6,Diesel,2016,40113,27354,10671.473455469377,112525.01002941963,14956,0.8238017787766776
VW,Golf,1.4,Diesel,2000,76717,5902,10361.781497383605,113511.21642291694,14906,-0.482840927909882
VW,Passat,1.4,Petrol,1991,269218,769,10361.781497383605,113511.21642291694,14906,-0.795492289714008
Toyota,Prius,1.0,Hybrid,2015,48540,23011,14341.099418465705,111368.92232932367,12553,0.5592693680392299
Toyota,Prius,1.4,Hybrid,2013,88811,18232,14341.099418465705,111368.92232932367,12553,0.26818016911814707
Toyota,Yaris,1.0,Petrol,2002,84781,4880,14341.099418465705,111368.92232932367,12553,-0.5450910139733569
Toyota,RAV4,2.2,Hybrid,1989,272683,1142,14341.099418465705,111368.92232932367,12553,-0.7727728356027789
Ford,Mondeo,1.6,Diesel,2018,46461,30075,10671.473455469377,112525.01002941963,14956,0.9895380646658315
Toyota,RAV4,1.8,Hybrid,2014,53321,32948,14341.099418465705,111368.92232932367,12553,1.1645326803804728
Ford,Mondeo,1.6,Petrol,1994,264924,989,10671.473455469377,112525.01002941963,14956,-0.7820920754929077
Porsche,Cayenne,4.0,Petrol,2000,145140,10699,29103.764660789573,111638.253737064,2609,-0.19065534782525462
Toyota,Prius,1.8,Hybrid,2007,132296,9998,14341.099418465705,111368.92232932367,12553,-0.23335330313885141
VW,Golf,1.2,Diesel,1997,144909,2682,10361.781497383605,113511.21642291694,14906,-0.678971336055077
Ford,Fiesta,1.0,Diesel,1986,138224,1019,10671.473455469377,112525.01002941963,14956,-0.7802647735536667
Porsche,718 Cayman,4.0,Petrol,1988,219671,2140,29103.764660789573,111638.253737064,2609,-0.7119845910906967
VW,Passat,1.4,Diesel,1989,371762,264,10361.781497383605,113511.21642291694,14906,-0.8262518723578972
VW,Passat,1.4,Diesel,1990,74327,3838,10361.781497383605,113511.21642291694,14906,-0.6085593013296592
VW,Golf,1.6,Petrol,1989,205047,1037,10361.781497383605,113511.21642291694,14906,-0.7791683923901221
Ford,Mondeo,1.6,Diesel,2022,7454,48982,10671.473455469377,112525.01002941963,14956,2.1411646568401173
VW,Golf,2.0,Diesel,2016,11234,30509,10361.781497383605,113511.21642291694,14906,1.015973032720184
VW,Polo,1.6,Petrol,2010,97296,8531,10361.781497383605,113511.21642291694,14906,-0.3227083679677337
VW,Golf,2.0,Petrol,2017,44227,25745,10361.781497383605,113511.21642291694,14906,0.7257974847687215
VW,Passat,1.4,Diesel,1985,267541,549,10361.781497383605,113511.21642291694,14906,-0.8088925039351083
BMW,Z4,2.2,Petrol,1997,250431,1806,24431.679089444,112858.0471394037,4964,-0.7323285526809126
Ford,Fiesta,1.2,Petrol,1989,149015,1190,10671.473455469377,112525.01002941963,14956,-0.7698491524999934
Toyota,RAV4,2.0,Hybrid,2004,138340,9666,14341.099418465705,111368.92232932367,12553,-0.25357544459978454
Toyota,Yaris,1.2,Hybrid,1987,133425,1640,14341.099418465705,111368.92232932367,12553,-0.7424396234113791
Toyota,Prius,1.0,Hybrid,2001,143411,4571,14341.099418465705,111368.92232932367,12553,-0.5639122239475387
VW,Polo,1.4,Petrol,2016,40742,17342,10361.781497383605,113511.21642291694,14906,0.21397021158733234
BMW,M5,5.0,Petrol,1999,82222,22668,24431.679089444,112858.0471394037,4964,0.5383772158672417
VW,Golf,1.4,Petrol,2012,49674,14925,10361.781497383605,113511.21642291694,14906,0.0667505853491534
VW,Polo,1.6,Petrol,2012,66103,12102,10361.781497383605,113511.21642291694,14906,-0.10519852713341968
VW,Golf,1.6,Petrol,1999,91360,5075,10361.781497383605,113511.21642291694,14906,-0.5332135513682907
VW,Polo,2.0,Petrol,1990,215167,954,10361.781497383605,113511.21642291694,14906,-0.7842239277553554
BMW,M5,4.0,Petrol,2006,30902,44836,24431.679089444,112858.0471394037,4964,1.8886315288370186
Porsche,911,3.0,Petrol,2014,65307,63310,29103.764660789573,111638.253737064,2609,3.0138840630215933
Toyota,Prius,1.8,Hybrid,2018,19017,44797,14341.099418465705,111368.92232932367,12553,1.8862560363160055
Toyota,Yaris,1.4,Hybrid,2007,143360,6209,14341.099418465705,111368.92232932367,12553,-0.464141538064983
BMW,Z4,2.4,Petrol,2021,4915,60317,24431.679089444,112858.0471394037,4964,2.831580239549988
BMW,Z4,3.0,Petrol,1993,260043,1477,24431.679089444,112858.0471394037,4964,-0.7523679639479216
Ford,Focus,1.4,Petrol,2015,36919,23449,10671.473455469377,112525.01002941963,14956,0.5859479763521477
VW,Polo,1.4,Petrol,2001,105306,4129,10361.781497383605,113511.21642291694,14906,-0.590834472519022
Toyota,Prius,1.8,Hybrid,1992,231649,1569,14341.099418465705,111368.92232932367,12553,-0.7467642380009161
Ford,Focus,1.6,Petrol,1994,74472,4869,10671.473455469377,112525.01002941963,14956,-0.5457610246844119
Toyota,Yaris,1.2,Petrol,2012,102514,9168,14341.099418465705,111368.92232932367,12553,-0.28390865679118427
VW,Polo,1.0,Petrol,1997,134735,2132,10361.781497383605,113511.21642291694,14906,-0.7124718716078277
Ford,Focus,1.6,Petrol,1992,175881,1944,10671.473455469377,112525.01002941963,14956,-0.7239229637604042
Porsche,Cayenne,3.0,Petrol,2006,126718,16004,29103.764660789573,111638.253737064,2609,0.13247254509718612
Toyota,Prius,1.8,Hybrid,2008,86326,15075,14341.099418465705,111368.92232932367,12553,0.07588709504535814
Ford,Fiesta,1.4,Petrol,1992,245794,673,10671.473455469377,112525.01002941963,14956,-0.801339655919579
VW,Passat,1.6,Diesel,1988,210194,1213,10361.781497383605,113511.21642291694,14906,-0.768448221013242
BMW,M5,4.0,Petrol,1984,89953,7064,24431.679089444,112858.0471394037,4964,-0.412063432796616
Ford,Fiesta,1.0,Petrol,2006,113610,4460,10671.473455469377,112525.01002941963,14956,-0.5706732411227302
VW,Passat,2.0,Diesel,2003,106761,8665,10361.781497383605,113511.21642291694,14906,-0.3145464193057908
Ford,Fiesta,1.4,Petrol,1992,280925,485,10671.473455469377,112525.01002941963,14956,-0.8127907480721556
Ford,Fiesta,1.2,Petrol,2018,29268,19119,10671.473455469377,112525.01002941963,14956,0.32220739645503776
Ford,Mondeo,1.8,Diesel,2014,21377,28286,10671.473455469377,112525.01002941963,14956,0.8805699590224297
Ford,Focus,1.4,Petrol,2010,67366,13881,10671.473455469377,112525.01002941963,14956,0.003160477863568455
Toyota,Yaris,1.4,Hybrid,2018,26795,29102,14341.099418465705,111368.92232932367,12553,0.9302725717697834
BMW,Z4,2.4,Petrol,2018,15028,46830,24431.679089444,112858.0471394037,4964,2.0100861977319
Ford,Focus,1.4,Petrol,1995,144557,2883,10671.473455469377,112525.01002941963,14956,-0.6667284130621626
VW,Passat,1.6,Diesel,2011,53818,19033,10361.781497383605,113511.21642291694,14906,0.31696913089588036
Ford,Fiesta,1.0,Petrol,2005,165149,2762,10671.473455469377,112525.01002941963,14956,-0.6740985308837678
BMW,M5,4.4,Petrol,1995,157046,9184,24431.679089444,112858.0471394037,4964,-0.2829340957569224
Ford,Mondeo,1.8,Diesel,2002,48312,10853,10671.473455469377,112525.01002941963,14956,-0.18127519787048443
Porsche,911,2.2,Petrol,1998,172529,8241,29103.764660789573,111638.253737064,2609,-0.34037228671372954
VW,Polo,1.2,Petrol,2018,33619,19135,10361.781497383605,113511.21642291694,14906,0.32318195748929957
VW,Passat,2.0,Diesel,2001,210531,3218,10361.781497383605,113511.21642291694,14906,-0.6463235414073054
Porsche,911,2.2,Petrol,1995,170716,6851,29103.764660789573,111638.253737064,2609,-0.4250372765652267
Ford,Focus,1.0,Petrol,2005,102319,6582,10671.473455469377,112525.01002941963,14956,-0.4414220839537539
Ford,Focus,1.6,Petrol,1992,83482,4005,10671.473455469377,112525.01002941963,14956,-0.5983873205345512
BMW,Z4,2.0,Petrol,2003,184605,4636,24431.679089444,112858.0471394037,4964,-0.5599530697458499
Toyota,Yaris,1.2,Hybrid,2011,68974,13024,14341.099418465705,111368.92232932367,12553,-0.04903944753408126
Toyota,Yaris,1.2,Hybrid,2007,87731,8770,14341.099418465705,111368.92232932367,12553,-0.3081508625184475
Toyota,Prius,1.4,Hybrid,2003,91908,9156,14341.099418465705,111368.92232932367,12553,-0.28463957756688063
VW,Polo,1.2,Petrol,2009,115991,6014,10361.781497383605,113511.21642291694,14906,-0.47601900067004915
VW,Passat,2.0,Diesel,2003,99554,9137,10361.781497383605,113511.21642291694,14906,-0.2857968687950666
VW,Golf,2.0,Petrol,1993,210355,1445,10361.781497383605,113511.21642291694,14906,-0.7543170860164453
VW,Golf,2.0,Diesel,1994,64859,5119,10361.781497383605,113511.21642291694,14906,-0.5305335085240707
BMW,X3,2.0,Petrol,2014,53491,27457,24431.679089444,112858.0471394037,4964,0.8300755154347382
Ford,Fiesta,1.4,Petrol,2020,16418,25347,10671.473455469377,112525.01002941963,14956,0.7015552790414583
Toyota,Prius,1.8,Hybrid,1995,98303,5816,14341.099418465705,111368.92232932367,12553,-0.4880791934690394
Ford,Fiesta,1.2,Petrol,2003,144351,3143,10671.473455469377,112525.01002941963,14956,-0.6508917962554077
VW,Polo,1.4,Petrol,1991,130465,1749,10361.781497383605,113511.21642291694,14906,-0.7358004263654704
Ford,Focus,1.6,Petrol,1992,289432,694,10671.473455469377,112525.01002941963,14956,-0.8000605445621104
Porsche,911,2.6,Petrol,2006,129563,21707,29103.764660789573,111638.253737064,2609,0.47984264374689006
Ford,Mondeo,1.6,Petrol,1999,87358,6159,10671.473455469377,112525.01002941963,14956,-0.46718704129705124
Toyota,Prius,1.4,Hybrid,1992,187590,2049,14341.099418465705,111368.92232932367,12553,-0.7175274069730609
